Tile_+006_+019_L20_0001100.obj,-1982.69,130.3125,386.3315
Tile_+006_+019_L20_0001110.obj,-1944.755,130.3125,382.515
Tile_+006_+019_L20_0001120.obj,-1982.69,168.25,381.8745
Tile_+006_+019_L20_0001130.obj,-1944.755,166.967,380.3865
Tile_+006_+019_L20_0001200.obj,-1907.255,130.3125,309.6065
Tile_+006_+019_L20_0001210.obj,-1869.315,130.3125,315.626
Tile_+006_+019_L20_0001220.obj,-1906.04,168.25,308.961
Tile_+006_+019_L20_0001230.obj,-1868.93,168.25,313.595
Tile_+006_+019_L20_0001300.obj,-1909.07,128.474,386.1335
Tile_+006_+019_L20_0001310.obj,-1909.07,162.672,380.497
Tile_+006_+019_L20_0001320.obj,-1875.265,126.0735,385.108
Tile_+006_+019_L20_0001330.obj,-1877.26,155.4705,383.624
Tile_+006_+019_L20_0001400.obj,-1982.69,205.75,309.25
Tile_+006_+019_L20_0001410.obj,-1944.755,201.8385,306.6175
Tile_+006_+019_L20_0001420.obj,-1983.47,243.6875,308.8895
Tile_+006_+019_L20_0001430.obj,-1952.565,245.9725,306.6725
Tile_+006_+019_L20_0001500.obj,-1981.79,243.6875,380.5115
Tile_+006_+019_L20_0001510.obj,-1982.69,205.75,379.8955
Tile_+006_+019_L20_0001520.obj,-1944.755,208.0385,385.0925
Tile_+006_+019_L20_0001600.obj,-1907.255,205.75,314.8455
Tile_+006_+019_L20_0001610.obj,-1869.315,205.75,314.137
Tile_+006_+019_L20_0001620.obj,-1906.15,243.6875,314.843
Tile_+006_+019_L20_0001630t1.obj,-1868.99,243.6875,323.5915
Tile_+006_+019_L20_0001700.obj,-1911.95,214.808,385.19
Tile_+006_+020.obj,-1926,337,345.4885
Tile_+006_+020_L14_0.obj,-1926,337,345.4885
Tile_+006_+020_L15_00.obj,-1926,337,344.3885
Tile_+006_+020_L16_000.obj,-1926,337,344.323
Tile_+006_+020_L17_0000.obj,-1926,337,344.1215
Tile_+006_+020_L18_00000t6.obj,-1926,337,344.0055
Tile_+006_+020_L19_000000t3.obj,-1888.125,299.125,321.078
Tile_+006_+020_L19_000010t3.obj,-1963.875,299.125,311.365
Tile_+006_+020_L19_000020t1.obj,-1987.87,288.4835,377.5265
Tile_+006_+020_L19_000030t3.obj,-1963.875,374.875,308.8285
Tile_+006_+020_L19_000040t2.obj,-1963.875,388.922,376.1305
Tile_+006_+020_L19_000050t3.obj,-1888.125,374.875,317.804
Tile_+006_+020_L19_000060t1.obj,-1902.88,400.313,378.0385
Tile_+006_+020_L20_0000000.obj,-1907.255,280.3125,312.8255
Tile_+006_+020_L20_0000010.obj,-1869.315,280.3125,323.6065
Tile_+006_+020_L20_0000020.obj,-1907.255,318.25,312.757
Tile_+006_+020_L20_0000030.obj,-1869.315,318.25,320.4575
Tile_+006_+020_L20_0000100.obj,-1982.69,280.3125,311.457
Tile_+006_+020_L20_0000110.obj,-1944.755,280.3125,300.723
Tile_+006_+020_L20_0000120.obj,-1982.69,318.25,300.7515
Tile_+006_+020_L20_0000130.obj,-1944.755,318.25,300.4995
Tile_+006_+020_L20_0000200.obj,-1987.87,275.117,380.808
Tile_+006_+020_L20_0000210.obj,-1988.61,302.4755,375.2045
